ANNUAL_SALES,IN_DEFAULT,LGD_EFFECTIVE,BALANCE,RETURN_ON_ASSETS,DEBT_SRV_CVR_RATIO,CASH_INT_CVR_RATIO,DEBT_DEBT_EQ_RATIO,CASH_FLOW_OP_LIAB,EBITDA_VOLATILITY,NET_WORTH_CPI,NEGATIVE_NPAT_FLAG,MARKET_POSITION,LONG_RUN_AVERAGE_PD
45665000.0,False,60.32,364088.34,0.0512728841,0.0,3.178251917,0.4817861866,0.0,0.0,6.969653632,False,0,0.0254150288
71756000.0,False,44.9311183,5281170.97,0.2672804325,2.646486613,7.070779247,0.4285714285,0.0,-1.0,4.9506995,False,4,0.0209936358
71756000.0,False,44.9311183,5281170.97,5.325227626,0.0,221.9769614,0.8172744996,0.0,-1.0,6.245254277,False,1,0.0201481058
1790743000.0,False,60.32,2170185.05,0.0525415645,0.0,5.244670758,0.811686798,0.0,-1.0,7.917729374,False,4,0.0120360172
58648150.0,False,60.32,127152.23,,,,,,,,True,0,1.0
43863551.0,False,60.32,13608.9,0.1518627189,0.0,28.01692745,0.2038207746,0.2347224716,-1.0,7.006440984,False,0,0.0062081722
139598078.0,False,60.32,258267.7,0.178549616,0.0,0.0,0.1838765241,0.0,1.0,7.153878939,False,1,0.024939307
266976000.0,False,60.32,7969646.59,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,60.32,-150000.01,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,60.32,53333.38,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,60.32,291666.65,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,41.67497658,2467339.19,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
11658000.0,False,34.66,3564818.77,0.1230844553,0.0,4.55799667,0.5986186841,0.0,-1.0,6.498360741,False,0,0.0232479522
11658000.0,False,34.66,1917528.09,0.1914553125,1.347507741,3.136361161,0.3467707599,0.0,0.5,4.9506995,False,0,0.0461078648
11658000.0,False,34.66,1917528.09,0.1276974604,0.0,6.358382445,0.3627329209,0.0,0.5,6.60164736,False,0,0.0233222462
592385701.0,False,60.32,3750759.8,0.0305244196,1.80279476,2.433210058,0.7026773045,0.0153435786,-0.333333333,8.075221452,False,4,0.0196336743
592385701.0,False,60.32,80297.88,0.0305244196,1.80279476,2.433210058,0.7026773045,0.0153435786,-0.333333333,8.075221452,False,4,0.0196336743
188827000.0,False,60.32,89222.21,0.1541125041,0.0,72.54520548,0.1292048513,0.0997523574,0.0,6.536914916,False,3,0.0117341975
56501000.0,False,59.36009684,8868985.23,0.1962034746,3.582560985,6.62160321,0.7913980681,0.0,0.0,6.511513069,False,5,0.0206011125
56501000.0,False,60.32,9750.49,0.1962034746,3.582560985,6.62160321,0.7913980681,0.0,0.0,6.511513069,False,5,0.0206011125
56501000.0,False,60.32,5411000.0,0.0833462272,0.0,2.94020663,0.7884466111,0.0,0.0,6.374235835,False,2,0.029220857
48568000.0,False,45.17730505,7945333.2,0.0208872155,1.025985417,1.578861079,0.9350722884,0.0,1.0,4.9506995,False,0,0.0722965744
48568000.0,False,60.32,3000000.0,-0.026125389,1.198575062,2.20587386,0.7272784466,0.0,0.3333333333,4.9506995,True,2,0.0575938434
48568000.0,False,60.32,20995.18,-0.026125389,1.198575062,2.20587386,0.7272784466,0.0,0.3333333333,4.9506995,True,2,0.0575938434
76964612.0,False,60.32,337814.43,0.0854971984,0.0,2.785237937,1.0,0.0,-1.0,4.9506995,False,2,0.0359730379
182021295.0,False,60.32,800.31,0.0998783601,3.143436,237.106322,0.0,0.2369620173,-1.0,7.457288869,False,4,0.0029745496
620954000.0,False,60.32,869675.01,0.0317219714,27.56225339,159.3879473,0.0,0.0360753389,0.5,8.458694988,False,5,0.0032348832
115388000.0,False,60.32,14259.59,-0.185503552,0.0,-2.01996921,0.763730754,-0.061980723,3.25,6.36090817,True,2,0.1533932249
127090000.0,False,60.32,2394752.9,0.1185672287,0.8710010896,6.349713488,0.3813641,0.2206983302,-1.0,8.027407048,False,4,0.005620431
51461063.0,False,60.32,28602.31,,,,,,,,True,4,1.0
178589000.0,False,60.32,509840.62,0.0775447888,0.0,2.574240457,0.7942625946,0.0,-1.0,6.846568531,False,4,0.0240845014
145397741.0,False,60.32,1412868.23,0.0484755896,1.0,17935898.0,0.5355695562,0.4899196132,1.333333333,7.365458355,False,2,0.0145091544
145397741.0,False,60.32,121643.66,0.05861805,1.275714417,5.366111804,0.5215839567,0.2445967035,-1.0,7.586625056,False,1,0.0112410953
145397741.0,False,60.32,1413473.8,0.0484755896,1.0,17935898.0,0.5355695562,0.4899196132,1.333333333,7.365458355,False,2,0.0145091544
145397741.0,False,60.32,71099.89,0.0484755896,1.0,17935898.0,0.5355695562,0.4899196132,1.333333333,7.365458355,False,2,0.0145091544
84318468.0,False,60.32,1116423.08,0.0,0.0,0.0,0.0,0.0,0.0,4.9506995,True,-1,0.5174511112
84318468.0,False,60.32,12207.2,0.0,0.0,0.0,0.0,0.0,0.0,4.9506995,True,-1,0.5174511112
84318468.0,False,60.32,34832.32,-0.124830631,1.007738002,1.637923994,0.6976353606,0.0338729077,-0.333333333,6.966299693,True,2,0.1054876195
25021253.0,False,60.32,446130.41,0.0295362869,0.0,4.723753891,0.3173629306,-0.019432296,-1.0,6.782256144,False,3,0.0221219702
25021253.0,False,60.32,446130.41,0.0295362869,0.0,4.723753891,0.3173629306,-0.019432296,-1.0,6.782256144,False,3,0.0221219702
46326000.0,False,37.14628567,4946512.49,0.0183284735,1.577366646,2.319127333,0.5902526733,0.0364366226,0.3333333333,6.44295448,False,0,0.0301911159
46326000.0,False,37.14628567,4946512.49,0.0730259607,0.0,2.713353643,0.7431286077,0.0,-1.0,6.091069322,False,-3,0.0301906956
92103012.0,False,60.32,79299.76,0.2089324467,0.0,19.02848198,0.2927062706,0.1790560085,-1.0,6.999287773,False,1,0.0069698588
86713000.0,False,0.0,0.0,0.0875094648,0.0,11.73462312,0.0970097856,-0.086585553,0.5,7.92722506,False,2,0.0114661006
86713000.0,False,0.0,0.0,0.0875094648,0.0,11.73462312,0.0970097856,-0.086585553,0.5,7.92722506,False,2,0.0114661006
86713000.0,False,60.32,10595.76,0.0875094648,0.0,11.73462312,0.0970097856,-0.086585553,0.5,7.92722506,False,2,0.0114661006
133299419.0,False,60.32,1697644.63,-0.074152181,0.0,49.27212033,0.0567663995,0.0564979819,1.0,7.464362732,True,3,0.0218554036
190366000.0,False,60.32,2066183.11,0.0780344034,1.906518146,4.431085898,0.5760311516,0.0,0.0,6.932713964,False,1,0.0229229279
266976000.0,False,34.66,0.0,0.1030187306,0.0,4.548793831,0.5907868128,0.0,1.0,6.358265152,False,-1,0.0326088309
266976000.0,False,34.66,0.0,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,60.32,4.79,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
239088000.0,False,60.32,395385.2,-0.053722534,0.0,239.3124098,0.0032239779,0.0704845395,1.5,8.052344199,True,1,0.0194826536
47458000.0,False,60.32,174745.02,0.0062367372,0.0,3.66651288,0.2494784239,0.1722958094,-0.333333333,7.534083184,False,2,0.014019716
133299419.0,False,60.32,1445525.61,-0.074152181,0.0,49.27212033,0.0567663995,0.0564979819,1.0,7.464362732,True,3,0.0218554036
133299419.0,False,60.32,283879.12,-0.074152181,0.0,49.27212033,0.0567663995,0.0564979819,1.0,7.464362732,True,3,0.0218554036
43863551.0,False,60.32,14645.43,0.1502304471,0.0,26.91673765,0.1907825884,0.2423082342,-1.0,7.006440984,False,0,0.0061862579
43863551.0,False,60.32,97252.65,0.1502304471,0.0,26.91673765,0.1907825884,0.2423082342,-1.0,7.006440984,False,0,0.0061862579
78200000000.0,False,60.32,17993.1,0.0259260936,0.0,3.606700671,0.3910216869,0.0686785148,-1.0,9.081398147,False,3,0.0033558593
260207643.0,False,60.32,352302.78,0.2622493332,0.0,0.0,0.0,-0.133232088,-1.0,7.235597357,False,1,0.0062034683
52166433.0,False,60.32,4789.61,0.1958500838,0.0,36.26858411,0.8336941686,0.1394840815,-1.0,6.601509729,False,0,0.0165402351
5604500000.0,False,60.32,37079.73,0.0789027522,1.259746411,7.399417762,0.3644470696,0.2799534661,-1.0,9.216437014,False,4,0.0015449422
15108000.0,False,60.32,50000.0,0.011257124,1.659503233,1827.722073,0.5849359828,0.0,-0.5,6.424626244,False,1,0.0231958595
15108000.0,False,60.32,374000.0,0.011257124,1.659503233,1827.722073,0.5849359828,0.0,-0.5,6.424626244,False,1,0.0231958595
53567000.0,False,60.15923113,6803302.82,0.0538396146,1.66603481,2.367657773,0.6217699422,0.0604171254,-1.0,6.474224568,False,1,0.0235054422
74658809.0,False,60.32,56232.39,0.3193233473,0.0,0.0,0.5874236278,-0.080344935,-1.0,7.001042484,False,3,0.023606997
121617000.0,False,60.32,350883.99,0.0640242574,1.169525649,2.125635902,0.6908233406,0.0,-0.333333333,6.577672885,False,0,0.0409035215
695648000.0,False,60.32,469490.58,0.0585712496,0.0,5.625563249,0.540824025,0.2371204088,-1.0,8.051145801,False,3,0.0075066492
42046000.0,False,60.32,16606.63,0.0001332755,0.0,1.080841928,0.7321571966,0.0177134148,0.0,6.75349746,False,1,0.0340016847
42046000.0,False,60.32,16606.63,0.0001332755,0.0,1.080841928,0.7321571966,0.0177134148,0.0,6.75349746,False,1,0.0340016847
84318468.0,False,46.64133142,951156.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9506995,True,-1,0.5174511112
84318468.0,False,46.64133142,951156.3,-0.098187266,0.3056606641,1.294088201,0.714110981,0.0115872403,0.3333333333,6.972709366,True,2,0.1635101928
92441000.0,False,34.66,2185804.55,0.1361160545,0.0,6.445880173,0.2514317387,0.0,0.0,4.9506995,False,0,0.0277694053
92441000.0,False,60.32,350000.0,0.1361160545,0.0,6.445880173,0.2514317387,0.0,0.0,4.9506995,False,0,0.0277694053
128879003.0,False,60.32,95212.37,0.0627407712,0.0,5.122670731,0.4364703671,0.0369463383,0.0,7.36033967,False,4,0.0127121665
121617000.0,False,60.32,1130266.76,0.0640242574,1.169525649,2.125635902,0.6908233406,0.0,-0.333333333,6.577672885,False,0,0.0409035215
96814794.0,False,60.32,1799487.72,0.0662230643,26.61991479,5.299544357,0.7473755462,0.240986336,0.0,7.04389072,False,-2,0.0169318733
3221028000.0,False,60.32,587992.39,0.0262637825,2.177040207,3.181146816,0.5960575734,0.1080219689,-1.0,9.361259679,False,4,0.0060458411
76010000.0,False,60.32,710894.38,0.0114275779,0.0,16.93158942,0.0391072907,0.0732947657,0.5,8.798234514,True,2,0.0121231636
15108000.0,False,53.25692033,9382447.63,0.011257124,1.659503233,1827.722073,0.5849359828,0.0,-0.5,6.424626244,False,1,0.0231958595
176128000.0,False,60.32,82794.02,0.1509382648,0.0,10.031256,0.0770652523,0.0300037938,-1.0,7.584511627,False,1,0.0092956185
330895389.0,False,60.32,268573.95,0.0104299979,1.706886832,2.84944513,0.764764921,0.0,0.0,4.9506995,False,3,0.0409015181
330895389.0,False,60.32,20936.13,0.0125035742,2.026165558,2.975882069,0.4645996438,0.0,0.0,8.051180853,False,3,0.0194093433
266976000.0,False,52.31299202,541906.69,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
266976000.0,False,60.32,-600000.0,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
909544000.0,False,60.32,739315.26,0.0627025297,0.0,5.49281576,0.6818187762,0.063691464,-0.5,8.024118817,False,4,0.0172531337
41374921.0,False,60.32,8259.63,0.032734331,0.0,59.00652001,0.0226590663,0.3007039533,0.0,7.412146015,False,2,0.0082478774
41374921.0,False,60.32,245093.66,0.032734331,0.0,59.00652001,0.0226590663,0.3007039533,0.0,7.412146015,False,2,0.0082478774
41374921.0,False,60.32,9824.86,0.032734331,5.000835238,59.00652001,0.0226590663,0.3007039533,0.0,7.412146015,False,2,0.0058334731
761030000.0,False,60.32,8518.39,0.2032807803,6.464975302,13.68087775,0.3875299624,0.3483877346,-1.0,8.417501922,False,2,0.0024897309
59309899.0,False,60.32,406770.18,0.0053287027,1.652334238,3.555788183,0.4639787417,0.0705731434,-1.0,7.541707049,False,1,0.018554548
5329530000.0,False,60.32,2372686.71,,,,,,,,True,3,1.0
5329530000.0,False,60.32,17017.8,,,,,,,,True,3,1.0
122025000.0,False,39.04297434,4591567.92,0.1507176112,0.0,4.2213366,0.92021439,0.0,-0.333333333,5.973499179,False,2,0.0298056076
293693000.0,False,60.32,12288.65,0.1299549738,0.0,14.4942331,0.288722112,0.0,-1.0,7.899888717,False,2,0.0068831261
127255792.0,False,60.32,243469.2,0.0326485003,0.0,2.350792942,0.5905028377,1.320088215,-1.0,7.414361392,False,4,0.0137998612
83763000.0,False,34.66,576539.57,0.1266510538,0.0,5.426388491,0.8692833432,0.0,0.0,6.057957576,False,3,0.0269171562
176569000.0,False,60.32,2316.49,0.2401561418,0.0,25.47306779,0.353871652,0.1219206445,-1.0,7.527620518,False,3,0.0069006126
92498301.0,False,60.32,146437.58,0.4340676344,0.0,252.6731534,0.2750282849,0.2949856473,-1.0,6.719358415,False,1,0.006678805
122025000.0,False,34.66,8959866.5,0.1507176112,0.0,4.2213366,0.92021439,0.0,-0.333333333,5.973499179,False,2,0.0298056076
47312927.0,False,60.32,60226.65,0.1203220536,0.0,14.87745167,0.2750812651,0.0,0.0,6.840977057,False,0,0.0186080068
592385701.0,False,60.32,9559780.87,0.0305244196,1.80279476,2.433210058,0.7026773045,0.0153435786,-0.333333333,8.075221452,False,4,0.0196336743
5550897000.0,False,60.32,997.29,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0005245248
5550897000.0,False,60.32,31255.15,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0005245248
5550897000.0,False,60.32,1988.12,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0005245248
5550897000.0,False,60.32,286619.76,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0005245248
5550897000.0,False,60.32,9518.58,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0018955844
5550897000.0,False,60.32,13043.74,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0018955844
5550897000.0,False,60.32,371802.56,0.1861470476,0.0,20.00629295,0.0287440306,0.0402074034,-1.0,9.273078326,False,5,0.0005245248
71136000.0,False,35.99052232,726167.36,0.0123896768,0.9306202311,1.787868215,0.7641857096,0.0,0.0,6.276860963,False,4,0.0381695944
372686000.0,False,60.32,150832.25,0.081938496,2.761267013,6.052939885,0.6271590799,0.1741822381,-1.0,7.893569109,False,4,0.006591404
372686000.0,False,60.32,93643.69,0.081938496,2.761267013,6.052939885,0.6271590799,0.1741822381,-1.0,7.893569109,False,4,0.006591404
372686000.0,False,60.32,114308.2,0.089427456,0.0,6.16106359,0.5949666876,0.1780653945,-1.0,7.868272027,False,2,0.0095078275
1937711000.0,False,60.32,23496.73,0.0511918101,0.0,3.998577507,0.4521903132,0.171521547,0.0,8.158520945,False,2,0.0040470117
1937711000.0,False,60.32,6525.14,0.0938835567,0.0,7.158506277,0.3022302941,0.0959740824,-1.0,8.17196015,False,2,0.0067360569
93391000.0,False,60.32,79308.96,0.0503543184,0.0,3.60291033,0.7597221981,0.067698004,-1.0,7.153467662,False,2,0.0215906619
1525630.0,False,60.32,247402.65,0.1601368861,0.0,11.56331478,0.4485815467,0.1622265252,-0.5,7.636693767,False,2,0.0083147763
56355000.0,False,39.792,1290000.0,-0.003850782,0.9896168993,1.462617705,0.4858673881,0.0,0.0,6.352442122,True,0,0.0584928113
380541000.0,False,60.32,27.7,0.0596352677,0.0,5.377357768,0.0,0.0,-1.0,8.663853884,False,3,0.0059575151
265719000.0,False,34.66,980638.04,0.0963686575,2.35019305,3.628391012,0.9227386044,0.0,0.0,5.778746582,False,1,0.0414547622
265719000.0,False,34.66,980638.04,0.0602463531,2.122381018,4.429429906,0.8562587171,0.0,0.0,6.733294074,False,2,0.0326810342
38508988.0,False,60.32,4788742.33,-0.030210368,0.0,10.51268715,0.586025079,0.0,0.0,6.762948166,True,1,0.0298237254
38508988.0,False,60.32,4788742.33,-0.030210368,0.0,10.51268715,0.586025079,0.0,0.0,6.762948166,True,1,0.0298237254
421538000.0,False,60.32,5852390.12,,,,,,,,True,0,1.0
421538000.0,False,60.32,1281.94,,,,,,,,True,1,1.0
421538000.0,False,60.32,29294.34,,,,,,,,True,0,1.0
421538000.0,False,60.32,42070.8,,,,,,,,True,1,1.0
58648150.0,False,60.32,19967.71,,,,,,,,True,0,1.0
330895389.0,False,60.32,20608.24,0.0104299979,1.706886832,2.84944513,0.764764921,0.0,0.0,4.9506995,False,3,0.0409015181
330895389.0,False,60.32,32642.07,0.0136615547,0.0,3.155126656,0.4448005567,0.0,0.0,8.290652883,False,2,0.0168021307
3313900000.0,False,60.32,7659.01,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0060638739
3313900000.0,False,60.32,13372.07,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0021583947
3313900000.0,False,60.32,10965.05,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0021583947
3313900000.0,False,60.32,11364.37,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0060638739
3313900000.0,False,60.32,2139.95,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0060638739
3313900000.0,False,60.32,8786.86,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0021583947
3313900000.0,False,60.32,11548.64,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0021583947
3313900000.0,False,60.32,9525.62,0.0518242151,0.0,15.29922027,0.2814632469,0.0448181375,0.0,9.730060553,False,2,0.0060638739
51041600.0,False,60.32,563891.01,0.0276900462,0.0,13.70771957,0.5631431746,0.119875831,1.0,6.648762003,False,0,0.0256674289
36793953.0,False,60.32,136104.1,0.2124487946,0.0,5.654386369,0.9659206787,0.0,-1.0,5.432727241,False,3,0.0264731035
1675505000.0,False,34.66,6653266.24,0.0319086085,1.651475179,2.984516519,0.4931498582,0.0,1.0,8.309460308,False,0,0.0221189185
74100000.0,False,60.32,14188.47,3808000.0,0.0,0.7150818222,0.1826274491,0.0,1.0,4.9506995,False,-1,0.035346204
24000000000.0,False,60.32,13950.8,,,,,,,,True,5,1.0
389249000.0,False,60.32,696.53,0.0970281531,1.882546255,8.450326977,0.5203502934,0.0785327801,-1.0,7.667342069,False,0,0.0125671055
389249000.0,False,60.32,34020.93,0.1049749675,0.0,7.84135171,0.4503823041,0.010096706,0.0,7.693524859,False,0,0.0182768055
389249000.0,False,60.32,56661.61,0.0970281531,1.882546255,8.450326977,0.5203502934,0.0785327801,-1.0,7.667342069,False,0,0.0125671055
479768000.0,False,60.32,490205.21,0.1341609073,0.0,19.22708861,0.3186846776,0.0,0.0,7.798057706,False,3,0.0098218172
479768000.0,False,60.32,123309.99,0.1341609073,0.0,19.22708861,0.3186846776,0.0,0.0,7.798057706,False,3,0.0098218172
479768000.0,False,60.32,100032.72,0.1341609073,0.0,19.22708861,0.3186846776,0.0,0.0,7.798057706,False,3,0.0098218172
219249000.0,False,60.32,320207.09,0.1056730284,0.0,12.27042611,0.3410833798,0.1392402429,-1.0,7.061742614,False,2,0.0098758557
66324824.0,False,60.32,3038.27,0.3650377405,0.0,3.00603993,0.0120275457,0.067395459,0.5,6.601922491,False,2,0.0198076847
66324824.0,False,60.32,3038.27,0.3650377405,0.0,3.00603993,0.0120275457,0.067395459,0.5,6.601922491,False,2,0.018514517
430847000.0,False,60.32,148093.1,0.0575912161,0.0,1.752490769,0.5417657506,0.2239244636,2.5,5.482124041,False,3,0.0421335793
5604500000.0,False,60.32,5529.96,,,,,,,,True,4,1.0
5604500000.0,False,60.32,620780.96,0.0789027522,1.259746411,7.399417762,0.3644470696,0.2799534661,-1.0,9.216437014,False,4,0.0015449422
5604500000.0,False,60.32,2045.14,0.0789027522,1.259746411,7.399417762,0.3644470696,0.2799534661,-1.0,9.216437014,False,4,0.0015449422
5604500000.0,False,60.32,3884.96,0.0789027522,1.259746411,7.399417762,0.3644470696,0.2799534661,-1.0,9.216437014,False,4,0.0015449422
5604500000.0,False,60.32,4209.6,0.0789027522,1.259746411,7.399417762,0.3644470696,0.2799534661,-1.0,9.216437014,False,4,0.0015449422
15108000.0,False,60.32,1291875.0,0.011257124,1.659503233,1827.722073,0.5849359828,0.0,-0.5,6.424626244,False,1,0.0231958595
69514850.0,False,60.32,411312.13,-0.050982774,0.0,3.368925241,0.5694644422,0.1732189353,-0.333333333,7.078593999,True,1,0.027405192
52022000.0,False,34.66,6000000.0,0.0282958942,0.0,1.681687848,0.786649178,0.0,0.5,6.218785953,False,2,0.0416366858
162310087.0,False,60.32,394504.58,0.267154984,0.0,32.85654894,0.2556054828,0.0,-1.0,7.632529018,False,0,0.0078842432
113825000.0,False,40.08041735,19355637.48,0.046887808,0.8119449702,1.479911375,0.4285714285,0.0,0.0,4.9506995,False,3,0.0458039456
144659000.0,False,60.32,23335.12,0.0664324261,0.0,9.803664937,0.2823455321,0.168771969,-1.0,7.757621263,False,1,0.0081230093
144659000.0,False,60.32,6663.71,0.0664324261,0.0,9.803664937,0.2823455321,0.168771969,-1.0,7.757621263,False,1,0.0081230093
144659000.0,False,60.32,9801.06,0.0664324261,0.0,9.803664937,0.2823455321,0.168771969,-1.0,7.757621263,False,1,0.0081230093
144659000.0,False,60.32,15840.58,0.0664324261,0.0,9.803664937,0.2823455321,0.168771969,-1.0,7.757621263,False,1,0.0081230093
144659000.0,False,60.32,6474.95,0.0664324261,0.0,9.803664937,0.2823455321,0.168771969,-1.0,7.757621263,False,1,0.0081230093
59711572.0,False,60.32,89370.63,0.1019667585,0.0,0.0,0.0,0.3636177615,-1.0,6.12667266,False,3,0.0069061672
107725000.0,False,60.32,55533.44,0.1597559234,0.0,5.706641379,0.6833013574,0.0,-1.0,6.618979632,False,0,0.0210286503
107725000.0,False,60.32,597.25,0.1597559234,0.0,5.706641379,0.6833013574,0.0,-1.0,6.618979632,False,0,0.0210286503
2241507000.0,False,60.32,1494683.07,0.0940111635,0.0,4.805743124,0.5569901137,0.2150966088,0.0,8.752715861,False,4,0.0036218609
2241507000.0,False,60.32,1667.36,0.0940111635,0.0,4.805743124,0.5569901137,0.2150966088,0.0,8.752715861,False,4,0.0069326713
152073994.0,False,60.32,1875530.16,-0.030453147,1.316815882,2.456812174,0.7835587035,0.1819224086,0.0,7.314990381,True,3,0.0285110687
63300230.0,False,34.66,826985.8,0.0218174266,0.0,5.39214603,0.8916971064,0.0536653084,-1.0,6.925973313,False,3,0.0223688461
47627034.0,False,60.32,23018.85,0.3575962694,0.0,1129.426619,0.0578567921,0.0,-1.0,6.698033923,False,1,0.0104342129
118613000.0,False,60.32,174960.7,0.2702688525,0.0,0.0,0.000167966,0.2486397464,-1.0,7.390614205,False,2,0.0032809895
93391000.0,False,60.32,207124.65,0.0503543184,0.0,3.60291033,0.7597221981,0.067698004,-1.0,7.153467662,False,2,0.0215906619
93391000.0,False,60.32,132000.96,0.0503543184,0.0,3.60291033,0.7597221981,0.067698004,-1.0,7.153467662,False,2,0.0215906619
180309000.0,False,60.32,6376949.43,0.0513658769,0.0,10.53788061,0.3202522694,0.0908303852,0.0,7.873567437,False,3,0.0111056641
866783000.0,False,60.32,544659.82,0.1018558349,0.0,11.47606759,0.4990997709,-0.106851895,-1.0,8.140561957,False,2,0.0089460404
58895000.0,False,60.32,32073.01,0.0286290322,1.088769255,2.393228601,0.8051482505,0.0,1.0,6.194880065,False,5,0.0353693898
58895000.0,False,60.18494921,6976631.3,0.0286290322,1.088769255,2.393228601,0.8051482505,0.0,1.0,6.194880065,False,5,0.0353693898
352122000.0,False,60.32,380553.33,-0.040491671,0.0,0.0,0.0,0.04960384,3.0,8.070051322,True,3,0.0222122195
112526160.0,False,60.32,14712.41,-0.058056099,0.0,4.331157697,1.0,-0.005002655,1.0,4.9506995,True,0,0.1030528715
112526160.0,False,60.32,14712.41,-0.058056099,0.0,4.331157697,1.0,-0.005002655,1.0,4.9506995,True,0,0.1030528715
1634297000.0,True,47.09,1366988.0,,,,,,,,True,0,1.0
1218074509.0,False,60.32,226049.59,0.0175271895,0.0,2.037968207,0.0,0.0396261826,0.0,6.903501746,True,3,0.027232453
3810400000.0,False,60.32,2367.23,,,,,,,,True,5,1.0
3810400000.0,False,60.32,14598.96,0.1827720643,0.0,75.08746543,0.1211661739,0.2113913666,-0.5,9.508530785,False,5,0.0006982128
3810400000.0,False,60.32,7552.19,,,,,,,,True,5,1.0
47283416.0,False,60.32,20185.03,0.2841548039,0.0,29.70306132,0.1725420106,0.2789804366,-1.0,6.519585366,False,2,0.0067564735
3810400000.0,False,60.32,150093.19,0.1827720643,0.0,75.08746543,0.1211661739,0.2113913666,-0.5,9.508530785,False,5,0.0006982128
5329530000.0,False,60.32,4400.48,,,,,,,,True,3,1.0
5329530000.0,False,60.32,1512.57,,,,,,,,True,3,1.0
5329530000.0,False,60.32,914.27,,,,,,,,True,3,1.0
110200.0,False,34.66,3343953.77,0.097781691,1.112503539,3.689474267,0.8365087072,0.0,0.0,6.169022643,False,5,0.0378523061
266976000.0,False,60.32,99999.99,0.1183865704,0.0,3.869457918,0.6660590362,0.0,-1.0,7.259997355,False,3,0.0188630375
